peak_mach_exterior,center_density_deficit,center_density_ratio,center_temperature_ratio,center_pressure_ratio,center_incompressible_pressure_ratio,center_pressure_difference_over_exterior,max_local_mach,max_thermodynamic_kn_proxy,max_collision_shear_ratio
0.19492704641344377,0.05084534247851491,0.9491546575214851,0.9793429318569823,0.9295479050828012,0.9277002614994379,0.001847643583363312,0.1956748261769195,4.3488197654690794e-06,1.1891392837130818e-05
0.19973070016355388,0.05334060439848886,0.9466593956015111,0.9783122685732076,0.926128500877056,0.9240929400062269,0.002035560870829123,0.20053552431307184,4.575332754008269e-06,1.2189237838804859e-05
0.20465273199292755,0.055956125046828946,0.9440438749531711,0.9772301813992098,0.9225481671693003,0.9203056348972344,0.0022425322720659446,0.20551897332181016,4.814162293495267e-06,1.2494797725172932e-05
0.20969605913298472,0.05869747356032612,0.9413025264396739,0.9760941045925903,0.9187998466958766,0.9163293660740659,0.0024704806218106556,0.2106284284192546,5.066033216601459e-06,1.2808292532685226e-05
0.21486367070547516,0.061570453264189307,0.9384295467358107,0.9749013443958582,0.9148762267335377,0.9121547053855037,0.0027215213480340505,0.21586724320372133,5.331718878412758e-06,1.3129950191956093e-05
0.22015862949409604,0.0645811089540072,0.9354188910459927,0.9736490726492485,0.9107697358055193,0.9077717542723698,0.002997981533149563,0.22123887355280009,5.61204502206274e-06,1.3460006938159762e-05
0.22558407375976913,0.06773573410099312,0.9322642658990069,0.9723343200848575,0.9064725411223198,0.9031701202970015,0.0033024208253182863,0.2267468817411763,5.9078940160628305e-06,1.3798707751998656e-05
0.23114321910065136,0.07104087793330746,0.9289591220666925,0.9709539692861971,0.9019765468752761,0.8983388925016901,0.0036376543735859856,0.23239494079591047,6.220209505661989e-06,1.4146306834161287e-05
0.23683936035798273,0.07450335233972134,0.9254966476602786,0.9695047472964723,0.8972733935136108,0.8932666155376532,0.004006777975957609,0.23818683910741612,6.550001526119726e-06,1.450306811651889e-05
0.24267587356890089,0.07813023853464142,0.9218697614653586,0.967983217858057,0.8923544581492772,0.8879412625031993,0.004413195646077894,0.2441264853160648,6.898352132150637e-06,1.4869265813686782e-05
0.24865621796737886,0.08192889341549331,0.9180711065845066,0.9663857732647658,0.8872108562487077,0.8823502064266802,0.004860649822027496,0.25021791349621286,7.266421605130071e-06,1.5245185019002991e-05
0.25478393803447374,0.08590695553458688,0.9140930444654132,0.964708625807604,0.8818334447865177,0.876480190326614,0.005353254459903756,0.2564652886615194,7.655455308099285e-06,1.56311223494635e-05
0.2610626655990992,0.0900723505977749,0.9099276494022251,0.9629477987937111,0.8762128270534083,0.8703172957779888,0.00589553127541953,0.2628729126177145,8.066791268365168e-06,1.602738664470692e-05
0.2674961219905689,0.09443329639139288,0.9055667036086071,0.9610991171172042,0.8703393593289692,0.8638469099102146,0.006492449418754598,0.26944523019153827,8.501868578778644e-06,1.6434299725776444e-05
0.27408812024418466,0.0989983070270246,0.9010016929729754,0.9591581973595635,0.8642031596498739,0.8570536907584722,0.007149468891401778,0.27618683586740267,8.962236721865512e-06,1.6852197220095273e-05
0.2808425673611795,0.1037761963804915,0.8962238036195085,0.9571204373960861,0.857794118925088,0.8499215308863013,0.007872588038786654,0.28310248086650514,9.449565936196549e-06,1.7281429459968895e-05
0.2877634666243514,0.10877608058699259,0.8912239194130074,0.9549810054837647,0.8511019146722156,0.8424335191931767,0.00866839547903897,0.29019708070664674,9.96565876209991e-06,1.7722362462821995e-05
